partition	cluster	cluster_length	samples
avg_clade-2x1.0	cluster_362743	2	England/PHEC-YYEJU8F/2023|2023-03-02,England/PHEC-YYEKJ3E/2023|2023-03-02
avg_clade-2x1.0	cluster_369433	3	USA/GA-CDC-QDX48247324/2023|OQ782590.1|2023-03-22,USA/GA-CDC-QDX48144000/2023|OQ728651.1|2023-03-20,USA/GA-CDC-QDX48144002/2023|OQ728683.1|2023-03-20
avg_clade-2x1.0	cluster_371756	7	USA/FL-CDC-LC1025389/2023|OQ643023.1|2023-03-03,USA/OH-CDC-QDX48587605/2023|OQ825532.1|2023-03-29,USA/MI-CDC-VSX-A065008/2023|OQ691772.1|2023-03-12,USA/2023-0648/2023|OQ676615.1|2023-03-06,USA/WI-CDC-QDX48043862/2023|OQ713363.1|2023-03-17,USA/NE-NM_L363092361/2023|OQ759264.1|2023-03-09,USA/NE-NPHL23-852/2023|OQ759269.1|2023-03-08
avg_clade-2x1.0	cluster_392308	3	CHN/XT-81/2023|C_AA006508.1|2023-03-20,CHN/XT-60/2023|C_AA006487.1|2023-03-08,CHN/XT-66/2023|C_AA006493.1|2023-03-11
avg_clade-2x1.0	cluster_306788	1	USA/MO-CDC-QDX47696622/2023|OQ684322.1|2023-03-08
avg_clade-2x1.0	cluster_307841	16	England/DHSC-CYRSND5/2023|2023-03-17,England/DHSC-CYFZF5R/2023|2023-03-21,England/PHEP-YYG1PKW/2023|2023-04-01,England/PHEP-YYG1GM3/2023|2023-03-29,England/DHSC-CYR1EON/2023|2023-03-21,England/PHEP-YYG1GR8/2023|2023-03-28,England/DHSC-CYFZPXI/2023|2023-03-07,England/DHSC-CYRUGGZ/2023|2023-03-20,England/DHSC-CYR1AXI/2023|2023-03-17,England/DHSC-CY8TRNN/2023|2023-03-17,England/PHEP-YYGO9Q6/2023|2023-03-18,England/PHEP-YYGOSA1/2023|2023-03-15,England/DHSC-CYGK8FJ/2023|2023-03-14,England/DHSC-CYYS79M/2023|2023-03-11,England/DHSC-CY84FP3/2023|2023-03-13,England/DHSC-CYRE7ON/2023|2023-03-07
avg_clade-2x1.0	cluster_383385	2	Wales/PHWC-PKXDUW/2023|2023-03-26,Scotland/SCOT-29432/2023|2023-03-31
avg_clade-2x1.0	cluster_393318	2	CHN/SH-XG2304-2182/2023|C_AA009530.1|2023-03-31,CHN/SH-XG2304-2181/2023|C_AA009529.1|2023-03-31
avg_clade-2x1.0	cluster_352219	1	USA/NY-CDC-LC1030477/2023|OQ712622.1|2023-03-20
avg_clade-2x1.0	cluster_328127	1	USA/MA-Broad-IDX20_4S663CEAWUMF2DDN/2023|OQ800895.1|2023-03-20
avg_clade-2x1.0	cluster_355782	1	Wales/PHWC-PKXX61/2023|2023-04-04
avg_clade-2x1.0	singleton_244940	1	USA/IL-CDC-QDX48685619/2023|OQ827785.1|2023-04-03
avg_clade-2x1.0	singleton_275579	1	Wales/PHWC-PKXUYM/2023|2023-04-03
avg_clade-2x1.0	cluster_341666	2	USA/NJ-PHEL-V23007950/2023|OQ646827.1|2023-03-05,England/PHEC-YYEXC6T/2023|2023-03-20
avg_clade-2x1.0	singleton_256912	1	England/QEUH-32701175/2023|OX456125.1|2023-03-06
avg_clade-2x1.0	cluster_394177	34	USA/PA-CDC-QDX48144026/2023|OQ728164.1|2023-03-18,USA/PA-CDC-LC1034086/2023|OQ802390.1|2023-03-28,USA/PA-CDC-QDX48043341/2023|OQ713569.1|2023-03-18,USA/TX-CDC-VSX-A064765/2023|OQ681243.1|2023-03-10,USA/MD-CDC-QDX47492344/2023|OQ654648.1|2023-03-03,USA/MD-CDC-QDX47492474/2023|OQ655084.1|2023-03-04,USA/WA-CDC-UW23030971451/2023|OQ674659.1|2023-03-09,USA/CA-CDC-VSX-A064245/2023|OQ651446.1|2023-03-03,USA/WA-UW-23031795996/2023|OQ704122.1|2023-03-17,USA/WA-UW-23031773092/2023|OQ704169.1|2023-03-17,USA/WA-UW-23031955980/2023|OQ704028.1|2023-03-19,USA/WA-UW-23031901754/2023|OQ704177.1|2023-03-19,USA/WA-UW-23031886355/2023|OQ704175.1|2023-03-18,USA/WA-CDC-UW23031429860/2023|OQ704428.1|2023-03-14,USA/NY-CDC-QDX47869996/2023|OQ705603.1|2023-03-13,USA/WA-CDC-UW23032351112/2023|OQ833345.1|2023-03-23,USA/WA-CDC-UW23032704007/2023|OQ833470.1|2023-03-27,USA/WA-CDC-UW23033133947/2023|OQ799210.1|2023-03-31,USA/WA-CDC-UW23032440407/2023|OQ833406.1|2023-03-24,USA/WA-CDC-UW23032751479/2023|OQ833472.1|2023-03-27,USA/WA-CDC-UW23032734128/2023|OQ833503.1|2023-03-27,USA/RI-CDC-LC1031530/2023|OQ733508.1|2023-03-13,USA/WA-CDC-UW23040148332/2023|OQ799248.1|2023-04-01,USA/WA-CDC-UW23040203134/2023|OQ799271.1|2023-04-02,USA/WA-UW-23032408442/2023|OQ787523.1|2023-03-24,USA/WA-UW-23031686816/2023|OQ704094.1|2023-03-16,USA/WA-CDC-UW23032626187/2023|OQ833457.1|2023-03-26,USA/WA-CDC-UW23032254361/2023|OQ833335.1|2023-03-22,USA/WA-CDC-UW23032209866/2023|OQ833322.1|2023-03-22,USA/WA-UW-23032629787/2023|OQ737130.1|2023-03-26,USA/WA-UW-23032905494/2023|OQ851665.1|2023-03-29,USA/NC-CDC-LC1034223/2023|OQ802650.1|2023-04-02,USA/NY-CDC-QDX48247454/2023|OQ782658.1|2023-03-22,USA/WA-CDC-UW23032518030/2023|OQ833435.1|2023-03-25
avg_clade-2x1.0	cluster_351329	1	Switzerland/BS-UHB-USB_2023_04_11_17c14dcb/2023|OX464112.1|2023-04-04
avg_clade-2x1.0	singleton_282641	1	USA/TX-CDC-QDX47492584/2023|OQ654853.1|2023-03-03
avg_clade-2x1.0	cluster_395195	2	USA/VT-23-002355-WGS-02/2023|OQ719913.1|2023-03-09,USA/VT-23-002352-WGS-02/2023|OQ719917.1|2023-03-11
avg_clade-2x1.0	cluster_396100	1	USA/CA-CDC-LC1033875/2023|OQ748598.1|2023-03-29
avg_clade-2x1.0	cluster_403838	3	USA/IN-CDC-QDX47870845/2023|OQ705676.1|2023-03-13,USA/CO-CDPHE-2103799793/2023|OQ698229.1|2023-03-05,USA/GA-CDC-QDX47771385/2023|OQ684698.1|2023-03-09
avg_clade-2x1.0	cluster_400704	17	England/PHEC-YYEUNTC/2023|2023-04-05,Scotland/SCOT-28245/2023|2023-03-22,Scotland/SCOT-28815/2023|OX463425.1|2023-03-15,Scotland/SCOT-28814/2023|OX463378.1|2023-03-15,Scotland/SCOT-28818/2023|OX463682.1|2023-03-15,Scotland/SCOT-28817/2023|OX463512.1|2023-03-15,Scotland/SCOT-28816/2023|OX463520.1|2023-03-15,Scotland/SCOT-28819/2023|OX463518.1|2023-03-15,Scotland/SCOT-28245/2023|OX463151.1|2023-03-22,Scotland/SCOT-28815/2023|2023-03-15,Scotland/SCOT-28816/2023|2023-03-15,Scotland/SCOT-28818/2023|2023-03-15,Scotland/SCOT-28817/2023|2023-03-15,Scotland/SCOT-28814/2023|2023-03-15,Scotland/SCOT-28819/2023|2023-03-15,Scotland/SCOT-28155/2023|OX463215.1|2023-03-17,Scotland/SCOT-28155/2023|2023-03-17
avg_clade-2x1.0	cluster_385691	4	England/PHEC-YYEU3X4/2023|2023-04-07,England/PHEC-YYEOFOT/2023|2023-03-25,England/PHEC-YYEOBGK/2023|2023-03-23,England/PHEC-YYEMKEE/2023|2023-03-10
avg_clade-2x1.0	cluster_372266	28	England/BRBR-326FBE96/2023|OX454220.1|2023-03-07,England/PHEC-YYEPRZM/2023|2023-03-07,England/PHEC-YYEPRAJ/2023|2023-03-07,England/PHEC-YYE19ZF/2023|2023-04-05,England/PHEC-YYE18XQ/2023|2023-04-03,England/PHEC-YYE18MS/2023|2023-04-03,England/BRBR-32708F1A/2023|OX458682.1|2023-03-16,England/BRBR-32708F1A/2023|2023-03-16,England/PHEP-YYGX7QD/2023|2023-03-08,England/BRBR-32712320/2023|OX461300.1|2023-03-24,England/BRBR-327121F9/2023|OX461327.1|2023-03-24,England/BRBR-32709359/2023|OX458820.1|2023-03-16,England/BRBR-32712320/2023|2023-03-24,England/BRBR-32708EA4/2023|OX458733.1|2023-03-16,England/BRBR-327098A5/2023|OX458460.1|2023-03-17,England/BRBR-32708B16/2023|OX458829.1|2023-03-16,England/PHEP-YYGTN56/2023|2023-03-21,England/PHEP-YYGOA3Q/2023|2023-03-16,England/BRBR-32709359/2023|2023-03-16,England/BRBR-32708EA4/2023|2023-03-16,England/BRBR-327098A5/2023|2023-03-17,England/PHEP-YYGTN74/2023|2023-03-21,USA/AZ-CDC-LC1032823/2023|OQ733674.1|2023-03-16,England/PHEC-YYET74D/2023|2023-03-30,USA/TX-CDC-QDX48496858/2023|OQ825303.1|2023-03-28,USA/VA-CDC-LC1036198/2023|OQ832994.1|2023-04-04,USA/UT-UPHL-230417824765/2023|OQ848362.1|2023-04-07,USA/DE-CDC-LC1031496/2023|OQ733506.1|2023-03-13
avg_clade-2x1.0	cluster_391975	1	USA/MA-CDCBI-CRSP_4TIH62UN7LQE5M33/2023|OQ727607.1|2023-03-23
avg_clade-2x1.0	cluster_340980	1	USA/MN-CDC-LC1033700/2023|OQ748228.1|2023-03-19
avg_clade-2x1.0	cluster_347650	4	England/PLYM-326FA143/2023|OX455433.1|2023-03-06,England/PHEP-YYGX9US/2023|2023-03-14,England/PHEC-YYEOH1S/2023|2023-03-26,England/PHEP-YYGT7EK/2023|2023-03-22
avg_clade-2x1.0	cluster_372750	3	USA/NY-CDC-QDX47820578/2023|OQ684738.1|2023-03-09,USA/WA-CDC-UW23030723365/2023|OQ674581.1|2023-03-07,USA/WA-CDC-UW23030780616/2023|OQ674575.1|2023-03-07
avg_clade-2x1.0	cluster_340077	10	USA/FL-CDC-QDX47870619/2023|OQ705525.1|2023-03-13,USA/FL-CDC-QDX48316546/2023|OQ782998.1|2023-03-23,USA/NC-CDC-LC1032466/2023|OQ734443.1|2023-03-27,USA/JW9364/2023|OQ857546.1|2023-04-02,USA/NC-CDC-LC1035880/2023|OQ833114.1|2023-04-07,USA/VA-CDC-LC1031763/2023|OQ734377.1|2023-03-25,USA/FL-CDC-QDX48316495/2023|OQ783170.1|2023-03-25,England/PLYM-3270485F/2023|OX458229.1|2023-03-13,England/PLYM-32704813/2023|OX457617.1|2023-03-13,England/BRBR-326FC615/2023|OX455416.1|2023-03-07
avg_clade-2x1.0	singleton_250489	1	USA/VA-CDC-LC1025341/2023|OQ643044.1|2023-03-03
avg_clade-2x1.0	singleton_283310	1	USA/TX-CDC-QDX48685404/2023|OQ827427.1|2023-04-01
avg_clade-2x1.0	cluster_348210	7	Scotland/SCOT-28834/2023|2023-03-15,Scotland/SCOT-28834/2023|OX463420.1|2023-03-15,Scotland/SCOT-28404/2023|OX463061.1|2023-03-22,Scotland/SCOT-28404/2023|2023-03-22,Scotland/SCOT-28415/2023|OX463010.1|2023-03-25,Scotland/SCOT-27101/2023|OX456755.1|2023-03-02,Scotland/SCOT-27101/2023|2023-03-02
avg_clade-2x1.0	cluster_339782	1	USA/FL-CDC-QDX48316525/2023|OQ782582.1|2023-03-22
avg_clade-2x1.0	cluster_397333	2	USA/UT-UPHL-230407113989/2023|OQ802857.1|2023-03-16,USA/VA-CDC-VSX-A064323/2023|OQ651489.1|2023-03-03
avg_clade-2x1.0	singleton_259100	1	USA/CA-CDC-LC1024588/2023|OQ642941.1|2023-03-03
avg_clade-2x1.0	singleton_252795	1	Scotland/SCOT-29267/2023|2023-04-01
avg_clade-2x1.0	cluster_391520	2	CHN/XXCDC-23032108/2023|C_AA004028.1|2023-03-21,CHN/ZJCDC845/2023|C_AA011448.1|2023-04-10
avg_clade-2x1.0	cluster_342799	4	USA/MO-CDC-QDX48247432/2023|OQ782675.1|2023-03-22,USA/WA-CDC-UW23040224843/2023|OQ799274.1|2023-04-02,USA/WA-CDC-UW23033043096/2023|OQ799195.1|2023-03-30,USA/WA-CDC-UW23033099276/2023|OQ799163.1|2023-03-30
avg_clade-2x1.0	cluster_337239	2	USA/MN-MDH-34552/2023|OQ676296.1|2023-03-02,USA/MN-MDH-34559/2023|OQ676289.1|2023-03-03
avg_clade-2x1.0	cluster_344655	2	USA/MO-CDC-QDX47771542/2023|OQ684606.1|2023-03-09,USA/AR-CDC-QDX47418282/2023|OQ644001.1|2023-03-01
avg_clade-2x1.0	singleton_252661	1	CHN/GZGYCDC-112/2023|C_AA002478.1|2023-03-27
avg_clade-2x1.0	cluster_389435	1	USA/CA-CDC-QDX47870248/2023|OQ704918.1|2023-03-09
avg_clade-2x1.0	cluster_393791	1	USA/NC-CDC-LC1032151/2023|OQ734079.1|2023-03-22
avg_clade-2x1.0	singleton_252867	1	CHN/SH-XG2304-2152/2023|C_AA009507.1|2023-03-30
avg_clade-2x1.0	singleton_259863	1	USA/FL-CDC-QDX48734052/2023|OQ828013.1|2023-04-04
avg_clade-2x1.0	singleton_256915	1	England/PHEP-YYGOEDM/2023|2023-03-14
avg_clade-2x1.0	cluster_387213	1	ZAF/NHLS-UCT-GS-CH42/2023|OQ826402.1|2023-03-09
avg_clade-2x1.0	cluster_358173	1	USA/NV-CDC-QDX47771617/2023|OQ705293.1|2023-03-11
avg_clade-2x1.0	cluster_337164	5	Scotland/SCOT-29619/2023|2023-03-31,Scotland/SCOT-29117/2023|2023-03-30,USA/OH-CDC-QDX48551736/2023|OQ825310.1|2023-03-28,USA/CA-CDC-QDX48637134/2023|OQ827081.1|2023-03-29,USA/UT-UPHL-230403184781/2023|OQ850789.1|2023-03-26
avg_clade-2x1.0	cluster_342930	2	England/PHEP-YYG1CNF/2023|2023-04-04,England/PHEP-YYGT8FG/2023|2023-03-23
avg_clade-2x1.0	cluster_388144	8	USA/FL-CDC-QDX47771689/2023|OQ684714.1|2023-03-09,USA/IL-CDC-LC1035486/2023|OQ808417.1|2023-03-29,USA/IL-CDC-QDX48591181/2023|OQ825663.1|2023-03-29,USA/IL-CDC-QDX47772213/2023|OQ684898.1|2023-03-10,USA/MI-CDC-QDX48144325/2023|OQ728357.1|2023-03-19,USA/MI-CDC-QDX48144326/2023|OQ728380.1|2023-03-19,USA/IL-CDC-LC1037015/2023|OQ852353.1|2023-04-10,USA/IL-CDC-LC1036632/2023|OQ852259.1|2023-04-07
avg_clade-2x1.0	cluster_403755	2	England/BRBR-326FA107/2023|OX454917.1|2023-03-07,England/BRBR-326FA5FC/2023|OX455261.1|2023-03-07
avg_clade-2x1.0	cluster_362857	2	USA/CA-CDC-QDX48365727/2023|OQ782786.1|2023-03-22,USA/CA-CDC-QDX48094700/2023|OQ727731.1|2023-03-14
avg_clade-2x1.0	cluster_371874	1	USA/CA-CDC-QDX48192864/2023|OQ728367.1|2023-03-19
avg_clade-2x1.0	singleton_276236	1	CHN/ZJCDC511/2023|C_AA006092.1|2023-03-03
avg_clade-2x1.0	cluster_394139	12	USA/CO-CDC-LC1029399/2023|OQ699429.1|2023-03-12,England/PHEC-YYEKZWR/2023|2023-03-01,England/PHEC-YYE1XF4/2023|2023-04-03,USA/WA-UW-23031122989/2023|OQ673729.1|2023-03-11,USA/WA-CDC-LC1033517/2023|OQ748400.1|2023-03-23,USA/WA-CDC-LC1035180/2023|OQ808304.1|2023-03-27,Switzerland/VD-CHUV-GEN16503/2023|OX464093.1|2023-04-04,Switzerland/VD-CHUV-GEN16382/2023|OX463745.1|2023-03-20,Switzerland/VD-CHUV-GEN16364/2023|OX463591.1|2023-03-20,England/PHEC-YYEJKMG/2023|2023-03-01,USA/NY-CDC-QDX48043295/2023|OQ713386.1|2023-03-17,USA/CO-CDPHE-2103810316/2023|OQ758618.1|2023-03-13
avg_clade-2x1.0	cluster_344058	2	USA/CA-CDC-QDX47542219/2023|OQ654744.1|2023-03-03,USA/SC-CDC-QDX48144202/2023|OQ728399.1|2023-03-20
avg_clade-2x1.0	cluster_351812	2	USA/NY-CDC-QDX48043155/2023|OQ713229.1|2023-03-16,USA/NY-CDC-LC1026053/2023|OQ661337.1|2023-03-09
avg_clade-2x1.0	cluster_351914	5	England/BRBR-32710E5E/2023|2023-03-23,England/PHEC-YYEXHT5/2023|2023-03-21,England/BRBR-32710BEE/2023|OX462471.1|2023-03-23,England/BRBR-32710BEE/2023|2023-03-23,England/BRBR-32710E30/2023|2023-03-23
avg_clade-2x1.0	cluster_397693	2	USA/PA-CDC-LC1036648/2023|OQ852110.1|2023-04-03,USA/NE-NPHL23-912/2023|OQ759291.1|2023-03-14
avg_clade-2x1.0	cluster_354390	15	England/BRBR-326FC897/2023|OX455474.1|2023-03-08,England/BRBR-326FDCA9/2023|OX455103.1|2023-03-07,England/BRBR-326FC33C/2023|OX454157.1|2023-03-07,England/BRBR-326FC642/2023|OX455410.1|2023-03-07,England/PLYM-3270CEDD/2023|OX459544.1|2023-03-19,England/PLYM-3270CEBF/2023|OX459559.1|2023-03-19,England/PLYM-3270CEDD/2023|2023-03-19,England/PLYM-3270CEBF/2023|2023-03-19,England/BRBR-326FCD6B/2023|OX455004.1|2023-03-07,England/BRBR-326FCC31/2023|OX454957.1|2023-03-07,England/BRBR-326FCF0B/2023|OX455414.1|2023-03-07,England/BRBR-327001D0/2023|OX455463.1|2023-03-10,England/BRBR-326FC536/2023|OX455046.1|2023-03-07,England/BRBR-326FC3C3/2023|OX454183.1|2023-03-07,England/BRBR-326F256D/2023|OX452061.1|2023-03-02
avg_clade-2x1.0	cluster_350696	2	England/PLYM-326F9029/2023|OX455452.1|2023-03-07,England/PHEP-YYGTDH5/2023|2023-03-21
avg_clade-2x1.0	cluster_341297	1	England/PHEC-YYEU5TU/2023|2023-04-09
avg_clade-2x1.0	cluster_351872	4	USA/PA-CDC-QDX48316204/2023|OQ783406.1|2023-03-23,USA/NY-CDC-QDX48636848/2023|OQ827448.1|2023-04-01,USA/NY-CDC-LC1035753/2023|OQ833155.1|2023-04-09,Switzerland/VD-CHUV-GEN16271/2023|OX456461.1|2023-03-05
avg_clade-2x1.0	cluster_336503	2	USA/IN-CDC-LC1028959/2023|OQ699570.1|2023-03-14,USA/IN-CDC-LC1028954/2023|OQ699573.1|2023-03-14
avg_clade-2x1.0	cluster_350628	8	USA/WA-UW-23031021100/2023|OQ673710.1|2023-03-10,USA/WA-UW-23031082511/2023|OQ673787.1|2023-03-10,USA/WA-CDC-LC1033819/2023|OQ748489.1|2023-03-25,USA/WA-CDC-LC1033515/2023|OQ748398.1|2023-03-23,USA/CO-CDPHE-2103806758/2023|OQ758661.1|2023-03-05,USA/CO-CDPHE-2103806725/2023|OQ758551.1|2023-03-11,USA/WA-UW-23031117800/2023|OQ673705.1|2023-03-11,USA/CO-CDPHE-2103806465/2023|OQ758377.1|2023-03-12
avg_clade-2x1.0	singleton_251894	1	USA/CA-CDC-LC1029369/2023|OQ699542.1|2023-03-14
avg_clade-2x1.0	cluster_340768	3	USA/CA-CDC-QDX48637301/2023|OQ827088.1|2023-03-29,USA/CA-CDC-QDX48733772/2023|OQ827630.1|2023-04-02,USA/CA-CDC-QDX48733771/2023|OQ827540.1|2023-04-02
avg_clade-2x1.0	cluster_349701	2	USA/FL-CDC-LC1024257/2023|OQ621201.1|2023-03-01,USA/CA-CDC-QDX47594750/2023|OQ654135.1|2023-03-01
avg_clade-2x1.0	cluster_394242	4	USA/CA-CDC-QDX47595181/2023|OQ655712.1|2023-03-05,USA/FL-CDC-QDX48316536/2023|OQ782670.1|2023-03-22,USA/FL-CDC-QDX48587523/2023|OQ827423.1|2023-04-01,USA/FL-CDC-QDX48591128/2023|OQ825490.1|2023-03-28
avg_clade-2x1.0	cluster_350312	1	USA/CA-CDC-VSX-A063259/2023|OQ651772.1|2023-03-07
avg_clade-2x1.0	cluster_404849	1	USA/MA-CDC-VSX-A064416/2023|OQ651657.1|2023-03-06
avg_clade-2x1.0	cluster_354799	1	USA/CO-CDC-QDX47492650/2023|OQ654640.1|2023-03-03
avg_clade-2x1.0	cluster_371647	11	USA/OH-CDC-QDX47492885/2023|OQ654467.1|2023-03-02,USA/OH-CDC-QDX47820628/2023|OQ685018.1|2023-03-12,USA/DE-DHSS-B1261647/2023|OQ629600.1|2023-03-03,USA/PA-CDC-QDX48247369/2023|OQ782679.1|2023-03-22,USA/PA-CDC-QDX47594473/2023|OQ655991.1|2023-03-06,USA/PA-CDC-QDX48144092/2023|OQ728455.1|2023-03-20,USA/PA-CDC-LC1026072/2023|OQ661567.1|2023-03-12,USA/MN-MDH-34644/2023|OQ725253.1|2023-03-04,USA/IL-CDC-VSX-A064242/2023|OQ651532.1|2023-03-04,USA/IL-CDC-VSX-A064328/2023|OQ651497.1|2023-03-03,USA/CA-CDC-QDX47771740/2023|OQ684307.1|2023-03-08
avg_clade-2x1.0	cluster_376469	3	USA/CA-CDC-QDX47595109/2023|OQ655442.1|2023-03-04,USA/CA-CDC-QDX48192887/2023|OQ728285.1|2023-03-19,USA/CA-CDC-QDX48192886/2023|OQ728272.1|2023-03-19
avg_clade-2x1.0	cluster_381905	1	CHN/NJCDC205/2023|C_AA003700.1|2023-03-22
avg_clade-2x1.0	cluster_351086	2	Switzerland/VD-CHUV-GEN16357/2023|OX463540.1|2023-03-17,USA/CA-CDC-LC1029359/2023|OQ699663.1|2023-03-17
avg_clade-2x1.0	cluster_378749	1	CHN/ZJCDC659/2023|C_AA006240.1|2023-03-17
avg_clade-2x1.0	cluster_305229	18	England/PHEP-YYGOHPD/2023|2023-03-20,England/PLYM-327146AD/2023|OX461264.1|2023-03-27,England/BRBR-32713CBB/2023|OX461383.1|2023-03-24,England/PLYM-3271526C/2023|OX462177.1|2023-03-27,England/PLYM-3271531E/2023|OX462271.1|2023-03-27,England/PLYM-327146F8/2023|OX461255.1|2023-03-27,England/PLYM-32715035/2023|OX462218.1|2023-03-27,England/PLYM-327152A8/2023|2023-03-27,England/PLYM-327146AD/2023|2023-03-27,England/PLYM-3271523F/2023|2023-03-27,England/BRBR-32713CBB/2023|2023-03-24,England/PLYM-3271526C/2023|2023-03-27,England/PLYM-3271531E/2023|2023-03-27,England/PLYM-327146F8/2023|2023-03-27,England/PLYM-32714731/2023|2023-03-27,England/BRBR-32711DC9/2023|2023-03-24,England/BRBR-32711EE4/2023|2023-03-24,England/PLYM-327152B7/2023|2023-03-27
avg_clade-2x1.0	singleton_260440	1	England/PHEC-YYEUN3H/2023|2023-04-04
avg_clade-2x1.0	cluster_388243	1	USA/NY-CDC-QDX47820509/2023|OQ684214.1|2023-03-07
avg_clade-2x1.0	cluster_401157	1	USA/MN-MDH-34624/2023|OQ725273.1|2023-03-05
avg_clade-2x1.0	cluster_344273	2	USA/MN-CDC-QDX47493208/2023|OQ654812.1|2023-03-03,USA/MN-CDC-VSX-A00337/2023|OQ681144.1|2023-03-05
avg_clade-2x1.0	cluster_351808	3	USA/NY-CDC-QDX47595435/2023|OQ655428.1|2023-03-04,USA/NY-CDC-QDX47644374/2023|OQ683997.1|2023-03-06,USA/NY-CDC-QDX47820643/2023|OQ705409.1|2023-03-12
avg_clade-2x1.0	cluster_304305	1	England/PHEC-YYEMPAR/2023|2023-03-10
avg_clade-2x1.0	cluster_341519	11	CHN/HB-Jingmen-0864/2023|C_AA009728.1|2023-03-31,CHN/SH-PD202304070003/2023|C_AA010880.1|2023-04-04,CHN/HB-Wuhan-0853/2023|C_AA009422.1|2023-03-31,CHN/HB-Wuhan-0868/2023|C_AA009734.1|2023-04-07,CHN/HB-Wuhan-0843/2023|C_AA003797.1|2023-03-23,CHN/HB-Wuhan-0817/2023|C_AA007150.1|2023-03-16,CHN/SH-XG2304-2132/2023|C_AA009494.1|2023-04-04,CHN/ZJCDC759/2023|C_AA009623.1|2023-04-01,CHN/ZJCDC717/2023|C_AA008799.1|2023-04-01,England/PHEC-YYEJ4A5/2023|2023-03-02,USA/JW9349/2023|OQ857533.1|2023-03-24
avg_clade-2x1.0	cluster_342554	2	USA/TX-CDC-QDX48365975/2023|OQ783686.1|2023-03-25,USA/TX-CDC-QDX48587311/2023|OQ825869.1|2023-03-31
avg_clade-2x1.0	cluster_339209	2	BHR/23690001564/2023|OQ781442.1|2023-03-05,USA/NJ-PHEL-V23009573/2023|OQ857502.1|2023-04-07
avg_clade-2x1.0	cluster_361085	3	USA/GA-GPHL-0375/2023|OQ818988.1|2023-03-02,USA/GA-CDC-QDX47492061/2023|OQ654528.1|2023-03-02,USA/AZ-CDC-QDX47696275/2023|OQ683983.1|2023-03-06
avg_clade-2x1.0	cluster_398668	6	England/BRBR-32715FFC/2023|OX462292.1|2023-03-28,England/BRBR-32715FFC/2023|2023-03-28,England/QEUH-3270204A/2023|OX458160.1|2023-03-10,England/PHEC-YYEU6QZ/2023|2023-04-09,England/PHEP-YYG1YWC/2023|2023-03-28,England/PHEP-YYGTRP3/2023|2023-03-25
avg_clade-2x1.0	cluster_355296	2	USA/CA-CDPH-6000015274/2023|OQ822691.1|2023-03-07,USA/NV-CDC-QDX48316420/2023|OQ783588.1|2023-03-25
avg_clade-2x1.0	cluster_339993	1	CHN/XG2303-2019/2023|C_AA008579.1|2023-03-26
avg_clade-2x1.0	cluster_360723	1	Switzerland/GE-HUG-41091326/2023|OX464005.1|2023-04-03
avg_clade-2x1.0	singleton_282526	1	USA/DE-CDC-LC1025519/2023|OQ642667.1|2023-03-01
avg_clade-2x1.0	cluster_304201	4	England/BRBR-32708F0B/2023|OX458368.1|2023-03-16,England/BRBR-32708F0B/2023|2023-03-16,England/BRBR-32708615/2023|OX458678.1|2023-03-16,England/BRBR-32708615/2023|2023-03-16
avg_clade-2x1.0	singleton_252778	1	CHN/QH-QHSYY-131/2023|C_AA007367.1|2023-03-22
avg_clade-2x1.0	cluster_372820	1	USA/FL-CDC-QDX47696813/2023|OQ684114.1|2023-03-07
avg_clade-2x1.0	cluster_339571	2	Scotland/SCOT-29674/2023|2023-04-03,England/PHEC-YYE1MQC/2023|2023-03-31
avg_clade-2x1.0	cluster_399992	1	USA/WA-CDC-UW23030736261/2023|OQ674598.1|2023-03-07
avg_clade-2x1.0	singleton_281188	1	England/QEUH-326F4D09/2023|OX452380.1|2023-03-04
avg_clade-2x1.0	cluster_372005	3	USA/VA-CDC-VSX-A064344/2023|OQ651476.1|2023-03-03,USA/WA-CDC-UW23030111426/2023|OQ619232.1|2023-03-01,USA/PA-CDC-QDX47644326/2023|OQ656088.1|2023-03-07
avg_clade-2x1.0	cluster_380302	2	USA/MA-CDCBI-CRSP_53SRRYY4ICQKFI5D/2023|OQ641858.1|2023-03-03,USA/MA-CDCBI-CRSP_CGAFAFGYJR47QZTT/2023|OQ641899.1|2023-03-03
