strain	date	iso_year	iso_week_nr	iso_week	S1_mutations	clade_membership	country	country_exposure	division	division_exposure	emerging_lineage	lineage	mutational_fitness	recency	region	region_exposure	author	accession	Health_region	location	originating_lab	submitting_lab	logistic_growth	Representative_sampling
Portugal/PT25863/2022	2022-01-09	2022	1	2022W01	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	One month ago	Europe	Europe	INSA		LX V TEJO	Odivelas	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT25696/2022	2022-01-09	2022	1	2022W01	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	One month ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT28069/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Madeira	Madeira	20B	BA.2	0.76	New	Europe	Europe	INSA		MADEIRA-RA	Funchal	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27640/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Amadora	H Fernando Fonseca	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT26703/2022	2022-01-25	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.76	One week ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT25936/2022	2022-01-17	2022	3	2022W03	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.76	One month ago	Europe	Europe	INSA		LX V TEJO	Setubal	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27713/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.76	New	Europe	Europe	INSA		LX V TEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27427/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Setubal	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27685/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.76	New	Europe	Europe	INSA		NORTE	Penafiel	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT26962/2022	2022-01-23	2022	3	2022W03	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.76	One week ago	Europe	Europe	INSA		NORTE	Porto	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27004/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Alvito	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT25938/2022	2022-01-17	2022	3	2022W03	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	One month ago	Europe	Europe	INSA		LX V TEJO	Lisboa	CH Lisboa Central	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27716/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.76	New	Europe	Europe	INSA		LX V TEJO	Palmela	CH Setubal	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27862/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Coimbra	Coimbra	20B	BA.2	0.76	New	Europe	Europe	INSA		CENTRO	Figueira da Foz	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27684/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	New	Europe	Europe	INSA		LX V TEJO	Lisboa	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT26003/2022	2022-01-18	2022	3	2022W03	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	One month ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27690/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.76	New	Europe	Europe	INSA		LX V TEJO	Loures	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT27660/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.76	New	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	15.86	Weekly
Portugal/PT26866/2022	2022-01-25	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.76	One week ago	Europe	Europe	INSA		ALGARVE	Portimao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28002/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Portimao	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27069/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Borba	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27075/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Vila Vicosa	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27827/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	New	Europe	Europe	INSA		NORTE	Valongo	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27545/2022	2022-02-01	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		NORTE	Gondomar	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27547/2022	2022-02-01	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		NORTE	Gondomar	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27188/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27751/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Tavira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27737/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.78	New	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27190/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27752/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Faro	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27213/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALGARVE	Lagos	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT26977/2022	2022-01-25	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	One week ago	Europe	Europe	INSA		NORTE	Gondomar	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27726/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Tavira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27244/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Vila Real	Vila Real	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27232/2022	2022-02-01	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27937/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Viseu	Viseu	20B	BA.2	0.77	New	Europe	Europe	INSA		CENTRO	Santa Comba Dao	CH Tondela Viseu	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27824/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	New	Europe	Europe	INSA		NORTE	Gondomar	CHU Sao Joao, Porto	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT26670/2022	2022-01-24	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	One week ago	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT26838/2022	2022-01-24	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	One week ago	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27723/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Loule	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27197/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALGARVE	Lagos	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27730/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Olhao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27390/2022	2022-02-01	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Porto	Porto	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27516/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Seixal	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28003/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27068/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27661/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28023/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27633/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27018/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27701/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Leiria	Leiria	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Caldas da Rainha	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27037/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28006/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28005/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Beja	Beja	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Beja	ABC Algarve	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27543/2022	2022-01-31	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Seixal	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27851/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Santarem	Santarem	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Torres Novas	Labeto - CAB - Leiria	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT26750/2022	2022-01-24	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Aveiro	Aveiro	20B	BA.2	0.77	One week ago	Europe	Europe	INSA		CENTRO	Aveiro	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28109/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27742/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.76	New	Europe	Europe	INSA		ALGARVE	Vila Real de Santo Antonio	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT28108/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Setubal	Setubal	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Montijo	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT25997/2022	2022-01-17	2022	3	2022W03	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.77	One month ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT26468/2022	2022-01-25	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Lisboa	Lisboa	20B	BA.2	0.77	One week ago	Europe	Europe	INSA		LX V TEJO	Vila Franca de Xira	H Vila Franca Xira	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27835/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Santarem	Santarem	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Salvaterra de Magos	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27744/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Vila Real de Santo Antonio	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27743/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	New	Europe	Europe	INSA		ALGARVE	Vila Real de Santo Antonio	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27193/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALGARVE	Olhao	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27469/2022	2022-02-01	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Guarda	Guarda	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		CENTRO	Seia	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27653/2022	2022-02-07	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Evora	Evora	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Evora	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27201/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Faro	Faro	20B	BA.2	0.76	3-7 days ago	Europe	Europe	INSA		ALGARVE	Alcoutim	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27177/2022	2022-01-30	2022	4	2022W04	24.00	21L (Omicron)	Portugal	Portugal	Portalegre	Portalegre	20B	BA.2	0.77	3-7 days ago	Europe	Europe	INSA		ALENTEJO	Portalegre	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27708/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Portalegre	Portalegre	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Portalegre	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27707/2022	2022-02-08	2022	6	2022W06	24.00	21L (Omicron)	Portugal	Portugal	Portalegre	Portalegre	20B	BA.2	0.77	New	Europe	Europe	INSA		ALENTEJO	Portalegre	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT27836/2022	2022-02-06	2022	5	2022W05	24.00	21L (Omicron)	Portugal	Portugal	Santarem	Santarem	20B	BA.2	0.77	New	Europe	Europe	INSA		LX V TEJO	Rio Maior	H Santarem	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	17.34	Weekly
Portugal/PT23410/2021	2021-12-07	2021	49	2021W49	28.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.82	Older	Europe	Europe	INSA		LX V TEJO	Almada	UNILABS	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)		Weekly
Portugal/PT25279/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Madeira	Madeira	B.1.1.529 (Omicron)	BA.1	0.83	Older	Europe	Europe	INSA		MADEIRA-RA	Machico	SESARAM	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.63	Weekly
Portugal/PT24992/2022	2022-01-04	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Vila Real	Vila Real	B.1.1.529 (Omicron)	BA.1	0.83	Older	Europe	Europe	INSA		NORTE	Vila Real	CHTMAD	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.63	Weekly
Portugal/PT24101/2021	2021-12-15	2021	50	2021W50	27.00	21K (Omicron)	Portugal	Portugal	Porto	Porto	B.1.1.529 (Omicron)	BA.1	0.82	Older	Europe	Europe	INSA		NORTE	Porto	CH Porto - H Sto Antonio	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT27468/2022	2022-01-31	2022	5	2022W05	27.00	21K (Omicron)	Portugal	Portugal	Guarda	Guarda	B.1.1.529 (Omicron)	BA.1	0.82	3-7 days ago	Europe	Europe	INSA		CENTRO	Guarda	ULS Guarda	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT26594/2022	2022-01-24	2022	4	2022W04	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.82	One week ago	Europe	Europe	INSA		ALENTEJO	Elvas	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT24409/2021	2021-12-27	2021	52	2021W52	29.00	21K (Omicron)	Portugal	Portugal	Setubal	Setubal	B.1.1.529 (Omicron)	BA.1	0.81	Older	Europe	Europe	INSA		LX V TEJO	Almada	CHLC	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT25947/2022	2022-01-16	2022	2	2022W02	29.00	21K (Omicron)	Portugal	Portugal	Castelo Branco	Castelo Branco	B.1.1.529 (Omicron)	BA.1	0.81	One month ago	Europe	Europe	INSA		CENTRO	Castelo Branco	ULS Castelo Branco	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT27866/2022	2022-02-07	2022	6	2022W06	29.00	21K (Omicron)	Portugal	Portugal	Coimbra	Coimbra	B.1.1.529 (Omicron)	BA.1	0.81	New	Europe	Europe	INSA		CENTRO	Mira	Avelab	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT24470/2021	2021-12-28	2021	52	2021W52	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.82	Older	Europe	Europe	INSA		ALENTEJO	Sousel	H Evora	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT25228/2022	2022-01-03	2022	1	2022W01	27.00	21K (Omicron)	Portugal	Portugal	Faro	Faro	B.1.1.529 (Omicron)	BA.1	0.83	Older	Europe	Europe	INSA		ALGARVE	Tavira	ARS Algarve - Laboratorio Laura Ayres	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
Portugal/PT26160/2022	2022-01-17	2022	3	2022W03	27.00	21K (Omicron)	Portugal	Portugal	Portalegre	Portalegre	B.1.1.529 (Omicron)	BA.1	0.82	One month ago	Europe	Europe	INSA		ALENTEJO	Elvas	ULS Norte Alentejano	Instituto Nacional de Saude Doutor Ricardo Jorge, I.P. (INSA)	11.67	Weekly
